character,attributes
felix_hugo_fraldarius_(fire_emblem),"1boy, shirt, long_sleeves, gloves, armor, white_shirt, cape, belt, pants, ponytail, collared_shirt, black_shirt"
sei_shounagon_(fate),"1girl, large_breasts, medium_breasts, twintails, jacket, white_jacket, long_sleeves, open_jacket, shirt, black_shirt, sailor_collar, choker"
araragi_tsukihi_(monogatari_(series)),"1girl, small_breasts, medium_breasts, kimono, sash, long_sleeves, wide_sleeves, print_kimono, short_kimono, swept_bangs, yellow_sash, collarbone"
lacus_clyne_(gundam),"1girl, large_breasts, medium_breasts, mecha_pilot_suit, bodysuit, ponytail, normal_suit_(gundam), white_bodysuit, dress, gloves, kimono, long_hair"
horikawa_kunihiro_(touken_ranbu),"1boy, jewelry, earrings, ribbon, buttons, stud_earrings, shirt, long_sleeves, armor, jacket, japanese_armor, pants"
gawain_(fate),"1boy, cape, armor, shirt, long_sleeves, blue_cape, collared_cape, black_gloves, gloves, fur_collar, fur-trimmed_cape, black_shirt"
oktavia_von_seckendorff_(mahou_shoujo_madoka_magica),"1girl, cape, gloves, thighhighs, skirt, armor, bow, white_gloves, white_cape, blue_skirt, detached_sleeves, bowtie"
franky_(one_piece),"1boy, sunglasses, shirt, open_shirt, hawaiian_shirt, jewelry, collarbone, red_shirt, blue_hair, short_hair, spiked_hair, black_eyes"
okkotsu_yuta_(jujutsu_kaisen),"1boy, jacket, white_jacket, jujutsu_tech_uniform, pants, black_pants, high_collar, long_sleeves, shirt, jewelry, school_uniform, bags_under_eyes"
mine_(blue_archive),"1girl, large_breasts, wings, pointy_ears, blue_wings, feathered_wings, hat, gloves, braid, cleavage, dress, twin_braids"
vegetto_(dragon_ball),"1boy, earrings, jewelry, potara_earrings, shirt, gloves, blue_shirt, orange_shirt, white_gloves, pants, blue_pants, sash"
still_in_love_(scarlet_vow_raiment)_(umamusume),"1girl, small_breasts, animal_ears, horse_ears, veil, dress, detached_sleeves, white_veil, red_dress, ribbon, collarbone, ear_ribbon"
momoi_(maid)_(blue_archive),"1girl, animal_ear_headphones, animal_ears, cat_ear_headphones, cat_ears, fake_animal_ears, headphones, maid_headdress, apron, dress, white_apron, black_dress"
lugia_(pokemon),"fangs, wings, tail, fang, black_eyes"
yotsuba_alice_(dokidoki!_precure),"1girl, jewelry, twintails, choker, bow, earrings, green_choker, dress, short_sleeves, flower, ribbon, collarbone"
shylily_(indie_virtual_youtuber),"1girl, large_breasts, tail, fish_tail, cetacean_tail, animal_ears, cat_ears, swimsuit, bikini, cleavage, collar, shirt"
yumeko_(touhou),"1girl, small_breasts, maid_headdress, dress, red_dress, apron, short_sleeves, ribbon, frills, black_ribbon, white_apron, shoes"
ampharos_(pokemon),"tail, black_eyes, long_hair, white_hair"
ironmouse_(indie_virtual_youtuber),"1girl, large_breasts, medium_breasts, horns, demon_horns, twintails, cleavage, pointy_ears, wings, tail, thighhighs, demon_tail"
scathach_(piercing_bunny)_(fate),"1girl, large_breasts, animal_ears, fake_animal_ears, leotard, rabbit_ears, purple_leotard, detached_collar, cleavage, highleg_leotard, bow, bowtie"
mismagius_(pokemon),"1girl, hat, witch_hat, purple_hat, dress, red_eyes, long_hair, purple_hair"
inuyasha_(character),"1boy, animal_ears, jewelry, dog_ears, kimono, wide_sleeves, long_sleeves, red_kimono, shirt, red_shirt, long_hair, white_hair"
melony_(pokemon),"1girl, mature_female, large_breasts, huge_breasts, hat, jewelry, earrings, white_hat, pearl_earrings, fur_collar, long_sleeves, sweater"
manabe_nodoka_(k-on!),"1girl, large_breasts, glasses, school_uniform, sakuragaoka_high_school_uniform, skirt, winter_uniform, jacket, shirt, panties, blazer, sweater"
kobayashi_(maidragon),"1girl, flat_chest, small_breasts, glasses, ponytail, shirt, white_shirt, necktie, pants, long_sleeves, yellow_necktie, swimsuit"
asirpa_(golden_kamuy),"1girl, earrings, jewelry, headband, hoop_earrings, purple_headband, cape, fur_cape, bow_(weapon), long_sleeves, long_hair, blue_eyes"
guoba_(genshin_impact),"1girl, 1boy, small_breasts, medium_breasts, braid, gloves, dress, fingerless_gloves, black_gloves, braided_hair_rings, china_dress, bow"
rudeus_greyrat_(mushoku_tensei),"1boy, 1girl, ponytail, long_sleeves, hood, shirt, gloves, robe, boots, coat, jacket, green_eyes"
zabaniyya_(housamo),"1boy, bodysuit, black_bodysuit, shirt, short_hair, facial_hair, black_hair, yellow_eyes, spiked_hair"
emma_frost_(marvel),"1girl, mature_female, large_breasts, jewelry, cleavage, earrings, gloves, white_gloves, choker, cape, boots, leotard"
razor_(genshin_impact),"1boy, gloves, hood, orange_gloves, hood_up, pants, jewelry, shirt, green_pants, animal_ears, brown_gloves, coat"
lady_(devil_may_cry),"1girl, large_breasts, gloves, shirt, white_shirt, jacket, shorts, jewelry, cleavage, white_jacket, black_gloves, boots"
kohinata_miku_(senki_zesshou_symphogear),"1girl, medium_breasts, small_breasts, ribbon, hair_ribbon, bow, swimsuit, bikini, shirt, hair_bow, panties, cleavage"
naruse_shiroha_(summer_pockets),"1girl, large_breasts, medium_breasts, short_sleeves, shirt, skirt, white_shirt, white_skirt, school_uniform, summer_pockets_school_uniform, sailor_collar, serafuku"
matsubara_kanon_(bang_dream!),"1girl, medium_breasts, large_breasts, ribbon, hair_ribbon, cleavage, dress, bow, frills, green_ribbon, long_sleeves, shirt"
lunamaria_hawke_(gundam),"1girl, large_breasts, medium_breasts, thighhighs, mecha_pilot_suit, skirt, normal_suit_(gundam), black_thighhighs, cleavage, bodysuit, long_sleeves, swimsuit"
haibara_ai_(meitantei_conan),"1girl, long_sleeves, dress, shirt, shoes, hat, skirt, flower, short_sleeves, white_dress, coat, jewelry"
takamori_aiko_(idolmaster),"1girl, loli, small_breasts, dress, ponytail, collarbone, shirt, ribbon, thighhighs, gloves, hair_ribbon, white_thighhighs"
korra_(avatar_legends),"1girl, large_breasts, ponytail, shirt, gloves, swimsuit, blue_shirt, pants, bikini, cleavage, elbow_gloves, blue_eyes"
vira_(granblue_fantasy),"1girl, large_breasts, medium_breasts, bow, hair_bow, ponytail, cleavage, dress, armor, red_dress, thighhighs, flower"
melina_(elden_ring),"1girl, medium_breasts, hood, hooded_cloak, dress, cape, hood_down, brown_hair, yellow_eyes, medium_hair, short_hair"
bomb_devil_(chainsaw_man),"1girl, medium_breasts, small_breasts, large_breasts, gloves, apron, shirt, elbow_gloves, choker, black_gloves, sleeveless_shirt, black_apron"
ayanami_(retrofit)_(azur_lane),"1girl, medium_breasts, ponytail, skirt, detached_sleeves, blue_skirt, pleated_skirt, long_sleeves, sailor_collar, wide_sleeves, thighhighs, school_uniform"
mercedes_von_martritz_(fire_emblem),"1girl, large_breasts, medium_breasts, bow, cleavage, jewelry, long_sleeves, hair_bow, earrings, dress, garreg_mach_monastery_uniform, bikini"
nijimura_okuyasu_(diamond_wa_kudakenai),"1boy, school_uniform, jewelry, black_hair, multicolored_hair, two-tone_hair, grey_hair"
ouro_kronii_(maid),"1girl, large_breasts, huge_breasts, braid, dress, twin_braids, black_dress, apron, low_twin_braids, white_apron, long_sleeves, maid_apron"
tojo_kirumi_(danganronpa_(series)),"1girl, large_breasts, long_sleeves, dress, gloves, shirt, necktie, black_gloves, white_shirt, black_dress, collared_shirt, frills"
sayu_(genshin_impact),"1girl, loli, hood, gloves, tail, animal_ears, fingerless_gloves, black_gloves, animal_hood, fake_animal_ears, short_sleeves, blunt_bangs"
mifune_miyu_(idolmaster),"1girl, large_breasts, medium_breasts, ponytail, swimsuit, bikini, collarbone, shirt, cleavage, jewelry, long_sleeves, side-tie_bikini_bottom"
lambdadelta_(umineko_no_naku_koro_ni),"1girl, small_breasts, hat, bow, gloves, dress, pink_hat, elbow_gloves, black_gloves, pink_dress, short_sleeves, puffy_sleeves"
enemy_naval_mine_(kancolle),"1girl, large_breasts, small_breasts, swimsuit, bikini, sailor_collar, hat, skirt, shirt, thighhighs, pleated_skirt, gloves"
rosa_(tears_of_themis),"1girl, long_sleeves, jacket, shirt, white_shirt, red_jacket, jewelry, dress, earrings, collared_shirt, flower, skirt"
soren_(fire_emblem),"1boy, capelet, long_hair, red_eyes, black_hair"
kalina_(girls'_frontline),"1girl, large_breasts, medium_breasts, ribbon, hair_ribbon, gloves, jacket, sunglasses, side_ponytail, red_ribbon, shirt, cleavage"
ouro_kronii_(casual),"1girl, large_breasts, huge_breasts, pants, blue_pants, sweater, blunt_bangs, shirt, white_shirt, white_sweater, high-waist_pants, long_sleeves"
tachibana_sherry_(mahou_shoujo_no_majo_saiban),"1girl, braid, hat, braided_hair_rings, black_hat, capelet, black_capelet, long_sleeves, bow, skirt, blue_skirt, necktie"
akashi_(azur_lane),"1girl, loli, flat_chest, animal_ears, cat_ears, sleeves_past_wrists, sleeves_past_fingers, long_sleeves, dress, bow, white_dress, hair_bow"
commandant_teste_(kancolle),"1girl, large_breasts, medium_breasts, hat, long_sleeves, scarf, skirt, jacket, swept_bangs, shirt, multicolored_scarf, cleavage"
hange_zoe_(shingeki_no_kyojin),"1girl, glasses, ponytail, shirt, collared_shirt, white_shirt, jacket, pants, parted_bangs, goggles, brown_hair, brown_eyes"
rin_(blue_archive),"1girl, large_breasts, huge_breasts, pointy_ears, glasses, necktie, blue_necktie, jewelry, earrings, dress, gloves, white_gloves"
lili_(tekken),"1girl, large_breasts, gloves, fingerless_gloves, blunt_bangs, dress, thighhighs, frills, white_gloves, cleavage, puffy_sleeves, boots"
hebi_nyoubou_(fate),"1girl, large_breasts, huge_breasts, earrings, jewelry, hoop_earrings, choker, dress, sweater, sweater_dress, cleavage, jacket"
taihou_(enraptured_companion)_(azur_lane),"1girl, large_breasts, huge_breasts, bikini, swimsuit, black_bikini, choker, jacket, red_jacket, black_choker, thighhighs, black_thighhighs"
meltryllis_(swimsuit_lancer)_(second_ascension)_(fate),"1girl, small_breasts, one-piece_swimsuit, swimsuit, ribbon, frills, blue_ribbon, choker, long_sleeves, sleeves_past_wrists, hair_ribbon, sleeves_past_fingers"
yunli_(honkai:_star_rail),"1girl, small_breasts, twintails, jewelry, detached_sleeves, low_twintails, skirt, short_sleeves, bra, black_bra, earrings, choker"
magia_baiser_(mahou_shoujo_ni_akogarete),"1girl, medium_breasts, small_breasts, large_breasts, horns, pasties, wings, corset, pants, star_pasties, purple_corset, yellow_horns"
artoria_pendragon_(lancer)_(third_ascension)_(fate),"1girl, large_breasts, huge_breasts, crown, cleavage, braid, leotard, gloves, blue_leotard, blue_gloves, cleavage_cutout, elbow_gloves"
takoluka_(vocaloid),"1girl, large_breasts, headphones, skirt, thighhighs, shirt, twintails, cleavage, jewelry, detached_sleeves, ribbon, black_skirt"
helm_(nikke),"1girl, large_breasts, huge_breasts, cleavage, bikini, swimsuit, blue_bikini, ponytail, braid, gloves, dress, shirt"
tsujinaka_yoshiki_(hikaru_ga_shinda_natsu),"1boy, shirt, white_shirt, collared_shirt, pants, black_pants, short_sleeves, belt, buttons, shirt_tucked_in, school_uniform, short_hair"
chomusuke_(kono_subarashii_sekai_ni_shukufuku_wo!),"1girl, small_breasts, hat, dress, witch_hat, red_dress, gloves, thighhighs, long_sleeves, fingerless_gloves, cape, black_thighhighs"
amagi_(kancolle),"1girl, large_breasts, ponytail, flower, hair_flower, cleavage, wide_ponytail, high_ponytail, skirt, shirt, swimsuit, red_flower"
pa-san_(bocchi_the_rock!),"1girl, large_breasts, huge_breasts, choker, blunt_bangs, black_choker, dress, black_dress, long_sleeves, jewelry, cleavage, detached_sleeves"
kobayakawa_sae_(idolmaster),"1girl, small_breasts, flower, collarbone, kimono, hair_flower, braid, long_sleeves, blunt_bangs, shirt, skirt, dress"
aurora_(arknights),"1girl, large_breasts, medium_breasts, animal_ears, bear_ears, gloves, goggles, goggles_on_head, jacket, cleavage, black_gloves, long_sleeves"
kawakami_sadayo_(persona),"1girl, mature_female, large_breasts, medium_breasts, shirt, cleavage, collarbone, maid_headdress, swimsuit, bikini, panties, twintails"
cissia_(zenless_zone_zero),"1girl, large_breasts, tail, snake_tail, detached_sleeves, thighhighs, skirt, black_skirt, leotard, black_thighhighs, fangs, miniskirt"
tequila_(arknights),"1boy, animal_ears, dog_ears, jewelry, jacket, sunglasses, open_jacket, shirt, hood, collarbone, earrings, hooded_jacket"
adventurer_(ff14),"1boy, pectoral_cleavage, shirt, gloves, white_shirt, armor, collarbone, facial_hair, short_hair, blue_eyes, brown_hair, hair_slicked_back"
kaho_(blue_archive),"1girl, large_breasts, huge_breasts, animal_ears, fox_ears, extra_ears, kimono, white_kimono, detached_sleeves, sideless_kimono, wide_sleeves, sleeveless_kimono"
yumemizuki_mizuki_(genshin_impact),"1girl, medium_breasts, large_breasts, pointy_ears, kimono, frills, pink_kimono, detached_sleeves, apron, tail, white_apron, long_sleeves"
hammann_(azur_lane),"1girl, small_breasts, animal_ears, cat_ears, thighhighs, frills, bow, dress, white_thighhighs, fang, apron, fake_animal_ears"
adaman_(pokemon),"1boy, jewelry, earrings, coat, shirt, blue_coat, ponytail, collarbone, black_shirt, jacket, open_coat, collar"
gladiia_(arknights),"1girl, large_breasts, pointy_ears, dress, hat, black_dress, gloves, ascot, jewelry, black_hat, long_sleeves, earrings"
diavolo_(jojo_no_kimyou_na_bouken),"1boy, pants, shirt, jacket, long_sleeves, sweater, belt, suit, jewelry, long_hair, pink_hair, green_eyes"
euphyllia_magenta_(tensei_oujo_to_tensai_reijou_no_mahou_kakumei),"1girl, large_breasts, bow, braid, ribbon, hair_ribbon, hair_bow, dress, yellow_ribbon, shirt, skirt, white_shirt"
hatsuharu_(kancolle),"1girl, medium_breasts, ponytail, dress, gloves, sailor_dress, white_dress, ribbon, hair_ribbon, sleeveless_dress, white_gloves, sailor_collar"
mejiro_bright_(umamusume),"1girl, medium_breasts, large_breasts, animal_ears, horse_ears, braid, bow, horse_tail, tail, side_braids, ear_bow, twin_braids"
funada_kiito_(assault_lily),"1girl, large_breasts, medium_breasts, breasts_apart, braid, single_braid, side_braid, jacket, necktie, long_sleeves, black_necktie, blue_jacket"
male_alear_(fire_emblem),"1boy, crossed_bangs, cape, black_cape, red_hair, red_eyes, multicolored_hair, blue_hair, two-tone_hair, hair_between_eyes, split-color_hair, blue_eyes"
yuni_(princess_connect!),"1girl, loli, small_breasts, braid, twin_braids, hat, bow, bikini, swimsuit, long_sleeves, shirt, black_hat"
karina_lyle_(tiger_&_bunny),"1girl, medium_breasts, large_breasts, gloves, jewelry, elbow_gloves, earrings, hat, cleavage, crystal_earrings, thighhighs, boots"
prinny_(disgaea),"1girl, flat_chest, small_breasts, wings, pointy_ears, jewelry, tail, demon_tail, earrings, demon_wings, twintails, thighhighs"
matsuwa_(kancolle),"1girl, loli, hat, skirt, blue_skirt, sailor_collar, school_uniform, serafuku, white_hat, gloves, blue_sailor_collar, pleated_skirt"
warlock_(ragnarok_online),"1girl, 1boy, medium_breasts, large_breasts, gloves, shirt, cape, white_shirt, black_gloves, coat, pants, fur-trimmed_cape"
dinergate_(girls'_frontline),"1girl, medium_breasts, large_breasts, gloves, thighhighs, skirt, jacket, shoes, long_sleeves, dress, cleavage, shirt"
geeta_(pokemon),"1girl, gloves, blue_gloves, jacket, ribbon, shirt, neck_ribbon, pants, long_sleeves, yellow_ribbon, black_jacket, blue_shirt"
kooh_(pangya),"1girl, loli, flat_chest, small_breasts, twintails, thighhighs, skirt, ribbon, panties, hair_ribbon, animal_ears, gloves"
takamiya_rion_(nijisanji),"1girl, large_breasts, medium_breasts, twintails, bow, shirt, skirt, white_shirt, ribbon, long_sleeves, bowtie, hair_bow"
alisa_(girls_und_panzer),"1girl, small_breasts, twintails, short_twintails, jacket, shirt, long_sleeves, skirt, school_uniform, saunders_military_uniform, saunders_school_uniform, shorts"
kon_kanaho_(assault_lily),"1girl, medium_breasts, large_breasts, braid, ribbon, hair_ribbon, blunt_bangs, side_braid, purple_ribbon, shirt, long_sleeves, frills"
leona_kingscholar_(twisted_wonderland),"1boy, animal_ears, lion_ears, braid, twin_braids, shirt, lion_tail, tail, jacket, gloves, savanaclaw_dorm_uniform, black_gloves"
yuri_plisetsky_(yuri!!!_on_ice),"1boy, hood, hoodie, jacket, shirt, track_jacket, long_sleeves, bodysuit, hood_up, blonde_hair, green_eyes, hair_over_one_eye"
subaru_duck_(hololive),"1girl, large_breasts, shirt, swept_bangs, hat, shorts, white_shirt, thighhighs, short_sleeves, cleavage, jacket, jewelry"
yorick_(shiori_novella),"1girl, large_breasts, dress, choker, black_dress, cleavage, black_choker, jewelry, coat, jacket, black_coat, long_sleeves"
kisaragi_(azur_lane),"1girl, loli, flat_chest, small_breasts, animal_ears, cat_ears, tail, cat_tail, ribbon, hat, shirt, school_hat"
kinu_(kancolle),"1girl, medium_breasts, sailor_collar, grey_sailor_collar, jacket, school_uniform, serafuku, short_sleeves, black_jacket, gloves, skirt, black_gloves"
naka_kai_ni_(kancolle),"1girl, gloves, school_uniform, serafuku, sailor_collar, white_gloves, short_sleeves, white_sailor_collar, puffy_sleeves, puffy_short_sleeves, skirt, buttons"
bb_(swimsuit_mooncancer)_(third_ascension)_(fate),"1girl, large_breasts, ribbon, hair_ribbon, leotard, red_ribbon, white_leotard, gloves, highleg_leotard, white_gloves, neck_ribbon, coat"
tanigaki_genjirou_(golden_kamuy),"1boy, pectoral_cleavage, pants, shirt, facial_hair, short_hair, black_hair, very_short_hair, chest_hair, thick_chest_hair, hairy"
tanned_cirno_(touhou),"1girl, bow, wings, hair_bow, ice_wings, blue_bow, flower, dress, blue_dress, sunflower, short_sleeves, shirt"
soda_kazuichi_(danganronpa_(series)),"1boy, braid, jumpsuit, hat, shirt, single_braid, yellow_jumpsuit, black_hat, white_shirt, jewelry, earrings, collared_jumpsuit"
crow_(la+_darknesss),"1girl, small_breasts, horns, pointy_ears, demon_horns, striped_horns, black_horns, braid, tail, collar, long_sleeves, braided_bangs"
